transaction_id,case_id,timestamp_min,source_account,destination_account,amount_inr,channel,city,state,sequence_step,transaction_role,is_fraud_linked
FTX_00000017,CASE_000006,230808,ACC_0071390,ACC_0021503,220065.79,IMPS,Hyderabad,Telangana,4,MULE_HOP,1
FTX_00000018,CASE_000007,230806,ACC_0090339,ACC_0082545,25813.54,UPI,Delhi,Delhi,1,VICTIM_TO_MULE,1
FTX_00000019,CASE_000007,230842,ACC_0082545,ACC_0030162,24335.67,IMPS,Delhi,Delhi,2,MULE_HOP,1
FTX_00000020,CASE_000007,230830,ACC_0030162,ACC_0069023,22607.61,IMPS,Delhi,Delhi,3,MULE_HOP,1
FTX_00000021,CASE_000007,230830,ACC_0069023,ACC_0000539,19071.92,IMPS,Delhi,Delhi,4,MULE_HOP,1
FTX_00000022,CASE_000007,231506,ACC_0000539,ACC_0096745,17164.73,IMPS,Delhi,Delhi,5,MULE_HOP,1
FTX_00000023,CASE_000008,49086,ACC_0029306,ACC_0082247,135091.54,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00000024,CASE_000008,49118,ACC_0082247,ACC_0022462,113876.95,IMPS,Ahmedabad,Gujarat,2,MULE_HOP,1
FTX_00000025,CASE_000008,49122,ACC_0022462,ACC_0020379,109132.13,IMPS,Ahmedabad,Gujarat,3,MULE_HOP,1
FTX_00000026,CASE_000008,49114,ACC_0020379,ACC_0033914,103578.64,IMPS,Ahmedabad,Gujarat,4,MULE_HOP,1
FTX_00000027,CASE_000008,49786,ACC_0033914,ACC_0045645,93220.77,IMPS,Ahmedabad,Gujarat,5,MULE_HOP,1
FTX_00000028,CASE_000009,216370,ACC_0092341,ACC_0089809,213345.13,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000029,CASE_000009,216440,ACC_0089809,ACC_0070898,181343.36,IMPS,Nashik,Maharashtra,2,ADAPTIVE_REROUTE,1
FTX_00000030,CASE_000010,83390,ACC_0079682,ACC_0054591,31563.58,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000031,CASE_000010,83470,ACC_0054591,ACC_0056296,28407.22,IMPS,Pune,Maharashtra,2,DIGITAL_ASSET_PROXY,1
FTX_00000032,CASE_000011,89967,ACC_0033935,ACC_0004908,1054796.53,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00000033,CASE_000011,90060,ACC_0082862,ACC_0004908,15027.26,UPI,Hyderabad,Telangana,1,FAN_IN,1
FTX_00000034,CASE_000011,90009,ACC_0057213,ACC_0004908,374704.67,UPI,Hyderabad,Telangana,2,FAN_IN,1
FTX_00000035,CASE_000011,90007,ACC_0085072,ACC_0004908,395509.53,UPI,Hyderabad,Telangana,3,FAN_IN,1
FTX_00000036,CASE_000011,90009,ACC_0067749,ACC_0004908,163745.46,UPI,Hyderabad,Telangana,4,FAN_IN,1
FTX_00000037,CASE_000011,90052,ACC_0007904,ACC_0004908,105809.61,UPI,Hyderabad,Telangana,5,FAN_IN,1
FTX_00000038,CASE_000012,258744,ACC_0025740,ACC_0061943,10115.52,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00000039,CASE_000012,258762,ACC_0061943,ACC_0077424,8407.23,IMPS,Chennai,Tamil Nadu,2,MULE_HOP,1
FTX_00000040,CASE_000012,258795,ACC_0077424,ACC_0043424,7503.29,IMPS,Chennai,Tamil Nadu,3,MULE_HOP,1
FTX_00000041,CASE_000012,258820,ACC_0043424,ACC_0071364,6469.1,IMPS,Chennai,Tamil Nadu,4,MULE_HOP,1
FTX_00000042,CASE_000013,220032,ACC_0002240,ACC_0098300,8439.65,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000043,CASE_000013,220038,ACC_0098300,ACC_0018613,7405.94,IMPS,Pune,Maharashtra,2,MULE_HOP,1
FTX_00000044,CASE_000013,220044,ACC_0018613,ACC_0032092,6653.74,IMPS,Pune,Maharashtra,3,MULE_HOP,1
FTX_00000045,CASE_000013,220044,ACC_0032092,ACC_0033811,6398.09,IMPS,Pune,Maharashtra,4,MULE_HOP,1
FTX_00000046,CASE_000014,153023,ACC_0067618,ACC_0028298,116390.12,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000047,CASE_000014,153083,ACC_0028298,ACC_0050231,51169.5,IMPS,Kolkata,West Bengal,2,FAN_OUT,1
FTX_00000048,CASE_000014,153082,ACC_0028298,ACC_0031089,5005.8,IMPS,Kolkata,West Bengal,3,FAN_OUT,1
FTX_00000049,CASE_000014,153028,ACC_0028298,ACC_0071901,3466.83,IMPS,Kolkata,West Bengal,4,FAN_OUT,1
FTX_00000050,CASE_000014,153105,ACC_0028298,ACC_0079195,44430.39,IMPS,Kolkata,West Bengal,5,FAN_OUT,1
FTX_00000051,CASE_000014,153089,ACC_0028298,ACC_0040830,12317.6,IMPS,Kolkata,West Bengal,6,FAN_OUT,1
FTX_00000052,CASE_000015,29783,ACC_0043031,ACC_0000715,35427.72,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000053,CASE_000015,29873,ACC_0000715,ACC_0084134,30113.56,IMPS,Kolkata,West Bengal,2,CROSS_STATE,1
FTX_00000054,CASE_000016,103683,ACC_0095240,ACC_0045259,48749.21,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000055,CASE_000016,103756,ACC_0045259,ACC_0065417,6647.68,IMPS,Kolkata,West Bengal,2,FAN_OUT,1
FTX_00000056,CASE_000016,103749,ACC_0045259,ACC_0062795,11353.31,IMPS,Kolkata,West Bengal,3,FAN_OUT,1
FTX_00000057,CASE_000016,103757,ACC_0045259,ACC_0047942,4776.36,IMPS,Kolkata,West Bengal,4,FAN_OUT,1
FTX_00000058,CASE_000016,103748,ACC_0045259,ACC_0037238,19773.55,IMPS,Kolkata,West Bengal,5,FAN_OUT,1
FTX_00000059,CASE_000016,103727,ACC_0045259,ACC_0053209,6198.31,IMPS,Kolkata,West Bengal,6,FAN_OUT,1
FTX_00000060,CASE_000017,56721,ACC_0022359,ACC_0062272,5930.89,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000061,CASE_000017,56801,ACC_0062272,ACC_0070833,5337.8,IMPS,Mumbai,Maharashtra,2,DIGITAL_ASSET_PROXY,1
FTX_00000062,CASE_000018,212910,ACC_0071396,ACC_0089357,5072.21,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00000063,CASE_000018,212956,ACC_0018287,ACC_0089357,1915.82,UPI,Ahmedabad,Gujarat,1,FAN_IN,1
FTX_00000064,CASE_000018,212934,ACC_0025995,ACC_0089357,2321.37,UPI,Ahmedabad,Gujarat,2,FAN_IN,1
FTX_00000065,CASE_000018,212938,ACC_0039903,ACC_0089357,771.85,UPI,Ahmedabad,Gujarat,3,FAN_IN,1
FTX_00000066,CASE_000018,212944,ACC_0022062,ACC_0089357,18.47,UPI,Ahmedabad,Gujarat,4,FAN_IN,1
FTX_00000067,CASE_000018,212920,ACC_0095644,ACC_0089357,44.71,UPI,Ahmedabad,Gujarat,5,FAN_IN,1
FTX_00000068,CASE_000019,55715,ACC_0053411,ACC_0052612,16638.01,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000069,CASE_000019,55790,ACC_0052612,ACC_0017748,1298.11,IMPS,Pune,Maharashtra,2,FAN_OUT,1
FTX_00000070,CASE_000019,55754,ACC_0052612,ACC_0032026,2931.21,IMPS,Pune,Maharashtra,3,FAN_OUT,1
FTX_00000071,CASE_000019,55786,ACC_0052612,ACC_0008767,3946.18,IMPS,Pune,Maharashtra,4,FAN_OUT,1
FTX_00000072,CASE_000019,55797,ACC_0052612,ACC_0048708,2817.2,IMPS,Pune,Maharashtra,5,FAN_OUT,1
FTX_00000073,CASE_000019,55780,ACC_0052612,ACC_0027214,5645.31,IMPS,Pune,Maharashtra,6,FAN_OUT,1
FTX_00000074,CASE_000020,210141,ACC_0044794,ACC_0045922,206461.87,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00000075,CASE_000021,127456,ACC_0048115,ACC_0072358,47212.66,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000076,CASE_000021,127476,ACC_0072358,ACC_0084187,46069.29,IMPS,Pune,Maharashtra,2,MULE_HOP,1
FTX_00000077,CASE_000021,127513,ACC_0084187,ACC_0033228,43272.58,IMPS,Pune,Maharashtra,3,MULE_HOP,1
FTX_00000078,CASE_000021,127476,ACC_0033228,ACC_0005095,41482.41,IMPS,Pune,Maharashtra,4,MULE_HOP,1
FTX_00000079,CASE_000022,188333,ACC_0072211,ACC_0041383,40148.15,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00000080,CASE_000023,24128,ACC_0057786,ACC_0056136,309559.09,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00000081,CASE_000023,24143,ACC_0056136,ACC_0057584,13984.26,IMPS,Bengaluru,Karnataka,2,FAN_OUT,1
FTX_00000082,CASE_000023,24149,ACC_0056136,ACC_0027203,14523.64,IMPS,Bengaluru,Karnataka,3,FAN_OUT,1
FTX_00000083,CASE_000023,24201,ACC_0056136,ACC_0096598,66691.83,IMPS,Bengaluru,Karnataka,4,FAN_OUT,1
FTX_00000084,CASE_000023,24164,ACC_0056136,ACC_0033995,27822.2,IMPS,Bengaluru,Karnataka,5,FAN_OUT,1
FTX_00000085,CASE_000023,24214,ACC_0056136,ACC_0056333,186537.15,IMPS,Bengaluru,Karnataka,6,FAN_OUT,1
FTX_00000086,CASE_000024,204290,ACC_0068633,ACC_0022976,32171.7,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000087,CASE_000024,204370,ACC_0022976,ACC_0071979,28954.53,IMPS,Nashik,Maharashtra,2,DIGITAL_ASSET_PROXY,1
FTX_00000088,CASE_000025,229988,ACC_0066261,ACC_0064104,265994.56,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000089,CASE_000025,229996,ACC_0064104,ACC_0072988,243215.9,IMPS,Nagpur,Maharashtra,2,MULE_HOP,1
FTX_00000090,CASE_000025,230021,ACC_0072988,ACC_0051535,202887.55,IMPS,Nagpur,Maharashtra,3,MULE_HOP,1
FTX_00000091,CASE_000025,230024,ACC_0051535,ACC_0066959,183566.17,IMPS,Nagpur,Maharashtra,4,MULE_HOP,1
FTX_00000092,CASE_000026,7641,ACC_0063121,ACC_0011560,29536.43,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000093,CASE_000026,7711,ACC_0011560,ACC_0001776,25105.97,IMPS,Pune,Maharashtra,2,ADAPTIVE_REROUTE,1
FTX_00000094,CASE_000027,96611,ACC_0063354,ACC_0014420,36529.61,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00000095,CASE_000027,96637,ACC_0014420,ACC_0042830,30095.87,IMPS,Bengaluru,Karnataka,2,MULE_HOP,1
FTX_00000096,CASE_000027,96632,ACC_0042830,ACC_0027617,27212.29,IMPS,Bengaluru,Karnataka,3,MULE_HOP,1
FTX_00000097,CASE_000027,96683,ACC_0027617,ACC_0084875,24500.79,IMPS,Bengaluru,Karnataka,4,MULE_HOP,1
FTX_00000098,CASE_000028,175845,ACC_0042595,ACC_0048239,64810.13,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00000099,CASE_000028,175855,ACC_0048239,ACC_0098983,61350.93,IMPS,Ahmedabad,Gujarat,2,MULE_HOP,1
FTX_00000100,CASE_000028,175899,ACC_0098983,ACC_0021942,57171.88,IMPS,Ahmedabad,Gujarat,3,MULE_HOP,1
FTX_00000101,CASE_000028,175905,ACC_0021942,ACC_0069055,47059.84,IMPS,Ahmedabad,Gujarat,4,MULE_HOP,1
FTX_00000102,CASE_000029,177868,ACC_0014127,ACC_0031672,82544.36,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000103,CASE_000029,177898,ACC_0031672,ACC_0060955,1463.23,IMPS,Pune,Maharashtra,2,FAN_OUT,1
FTX_00000104,CASE_000029,177914,ACC_0031672,ACC_0094617,9459.01,IMPS,Pune,Maharashtra,3,FAN_OUT,1
FTX_00000105,CASE_000029,177910,ACC_0031672,ACC_0063263,37633.88,IMPS,Pune,Maharashtra,4,FAN_OUT,1
FTX_00000106,CASE_000029,177936,ACC_0031672,ACC_0073560,8434.09,IMPS,Pune,Maharashtra,5,FAN_OUT,1
FTX_00000107,CASE_000029,177876,ACC_0031672,ACC_0035878,25554.15,IMPS,Pune,Maharashtra,6,FAN_OUT,1
FTX_00000108,CASE_000030,75969,ACC_0032795,ACC_0081223,6953.08,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000109,CASE_000030,76038,ACC_0081223,ACC_0060837,193.48,IMPS,Kolkata,West Bengal,2,FAN_OUT,1
FTX_00000110,CASE_000030,75994,ACC_0081223,ACC_0025063,682.51,IMPS,Kolkata,West Bengal,3,FAN_OUT,1
FTX_00000111,CASE_000030,76038,ACC_0081223,ACC_0057529,1714.6,IMPS,Kolkata,West Bengal,4,FAN_OUT,1
FTX_00000112,CASE_000030,76022,ACC_0081223,ACC_0055132,4074.16,IMPS,Kolkata,West Bengal,5,FAN_OUT,1
FTX_00000113,CASE_000030,75982,ACC_0081223,ACC_0022106,288.33,IMPS,Kolkata,West Bengal,6,FAN_OUT,1
FTX_00000114,CASE_000031,168925,ACC_0044048,ACC_0046989,47289.24,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00000115,CASE_000032,54006,ACC_0014997,ACC_0047967,60362.79,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00000116,CASE_000032,54086,ACC_0047967,ACC_0045129,37840.8,IMPS,Bengaluru,Karnataka,2,FAN_OUT,1
FTX_00000117,CASE_000032,54012,ACC_0047967,ACC_0002762,15835.61,IMPS,Bengaluru,Karnataka,3,FAN_OUT,1
FTX_00000118,CASE_000032,54046,ACC_0047967,ACC_0023603,5106.88,IMPS,Bengaluru,Karnataka,4,FAN_OUT,1
FTX_00000119,CASE_000032,54074,ACC_0047967,ACC_0020330,1571.42,IMPS,Bengaluru,Karnataka,5,FAN_OUT,1
FTX_00000120,CASE_000032,54053,ACC_0047967,ACC_0083973,8.08,IMPS,Bengaluru,Karnataka,6,FAN_OUT,1
FTX_00000121,CASE_000033,161932,ACC_0098415,ACC_0009645,9876.62,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000122,CASE_000033,161948,ACC_0009645,ACC_0047045,9114.84,IMPS,Pune,Maharashtra,2,MULE_HOP,1
FTX_00000123,CASE_000033,161950,ACC_0047045,ACC_0037413,7793.67,IMPS,Pune,Maharashtra,3,MULE_HOP,1
FTX_00000124,CASE_000033,161964,ACC_0037413,ACC_0029042,6627.85,IMPS,Pune,Maharashtra,4,MULE_HOP,1
FTX_00000125,CASE_000034,62688,ACC_0004338,ACC_0091674,7702.6,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00000126,CASE_000034,62778,ACC_0091674,ACC_0079352,6547.21,IMPS,Hyderabad,Telangana,2,CROSS_STATE,1
FTX_00000127,CASE_000035,78864,ACC_0095929,ACC_0075134,568561.53,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00000128,CASE_000035,78886,ACC_0075134,ACC_0055507,549868.36,IMPS,Hyderabad,Telangana,2,MULE_HOP,1
FTX_00000129,CASE_000035,78888,ACC_0055507,ACC_0031089,482061.23,IMPS,Hyderabad,Telangana,3,MULE_HOP,1
FTX_00000130,CASE_000035,78928,ACC_0031089,ACC_0037119,400909.05,IMPS,Hyderabad,Telangana,4,MULE_HOP,1
FTX_00000131,CASE_000036,112500,ACC_0036739,ACC_0062719,32975.97,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000132,CASE_000036,112522,ACC_0062719,ACC_0045259,1094.05,IMPS,Kolkata,West Bengal,2,FAN_OUT,1
FTX_00000133,CASE_000036,112565,ACC_0062719,ACC_0096622,575.14,IMPS,Kolkata,West Bengal,3,FAN_OUT,1
FTX_00000134,CASE_000036,112542,ACC_0062719,ACC_0023705,2540.56,IMPS,Kolkata,West Bengal,4,FAN_OUT,1
FTX_00000135,CASE_000036,112527,ACC_0062719,ACC_0078163,22094.55,IMPS,Kolkata,West Bengal,5,FAN_OUT,1
FTX_00000136,CASE_000036,112558,ACC_0062719,ACC_0082332,6671.67,IMPS,Kolkata,West Bengal,6,FAN_OUT,1
FTX_00000137,CASE_000037,65069,ACC_0073993,ACC_0080073,16499.38,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000138,CASE_000037,65081,ACC_0080073,ACC_0009888,13908.91,IMPS,Kolkata,West Bengal,2,MULE_HOP,1
FTX_00000139,CASE_000037,65123,ACC_0009888,ACC_0070206,11607.39,IMPS,Kolkata,West Bengal,3,MULE_HOP,1
FTX_00000140,CASE_000037,65085,ACC_0070206,ACC_0075929,10892.21,IMPS,Kolkata,West Bengal,4,MULE_HOP,1
FTX_00000141,CASE_000038,101229,ACC_0087604,ACC_0047968,120731.44,UPI,Nashik,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000142,CASE_000038,101247,ACC_0047968,ACC_0071307,16946.18,IMPS,Nashik,Maharashtra,2,FAN_OUT,1
FTX_00000143,CASE_000038,101248,ACC_0047968,ACC_0017441,22010.19,IMPS,Nashik,Maharashtra,3,FAN_OUT,1
FTX_00000144,CASE_000038,101255,ACC_0047968,ACC_0016365,48477.47,IMPS,Nashik,Maharashtra,4,FAN_OUT,1
FTX_00000145,CASE_000038,101237,ACC_0047968,ACC_0093702,20458.22,IMPS,Nashik,Maharashtra,5,FAN_OUT,1
FTX_00000146,CASE_000038,101268,ACC_0047968,ACC_0067045,12839.37,IMPS,Nashik,Maharashtra,6,FAN_OUT,1
FTX_00000147,CASE_000039,138769,ACC_0035678,ACC_0072720,87549.41,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000148,CASE_000039,138773,ACC_0046961,ACC_0072720,24458.56,UPI,Nagpur,Maharashtra,1,FAN_IN,1
FTX_00000149,CASE_000039,138868,ACC_0081806,ACC_0072720,3846.33,UPI,Nagpur,Maharashtra,2,FAN_IN,1
FTX_00000150,CASE_000039,138860,ACC_0026925,ACC_0072720,9577.22,UPI,Nagpur,Maharashtra,3,FAN_IN,1
FTX_00000151,CASE_000039,138862,ACC_0023598,ACC_0072720,27605.94,UPI,Nagpur,Maharashtra,4,FAN_IN,1
FTX_00000152,CASE_000039,138781,ACC_0019865,ACC_0072720,22061.37,UPI,Nagpur,Maharashtra,5,FAN_IN,1
FTX_00000153,CASE_000040,206042,ACC_0097973,ACC_0028202,350887.64,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000154,CASE_000040,206122,ACC_0028202,ACC_0041270,315798.88,IMPS,Kolkata,West Bengal,2,DIGITAL_ASSET_PROXY,1
FTX_00000155,CASE_000041,27195,ACC_0061331,ACC_0041781,97946.04,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00000156,CASE_000042,129422,ACC_0040886,ACC_0042373,74443.52,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00000157,CASE_000042,129502,ACC_0042373,ACC_0030441,66999.17,IMPS,Bengaluru,Karnataka,2,DIGITAL_ASSET_PROXY,1
FTX_00000158,CASE_000043,217124,ACC_0015428,ACC_0054344,21539.25,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00000159,CASE_000043,217204,ACC_0054344,ACC_0039639,19385.33,IMPS,Bengaluru,Karnataka,2,DIGITAL_ASSET_PROXY,1
FTX_00000160,CASE_000044,216775,ACC_0011646,ACC_0016232,5799.78,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00000161,CASE_000044,216779,ACC_0088198,ACC_0016232,3986.01,UPI,Hyderabad,Telangana,1,FAN_IN,1
FTX_00000162,CASE_000044,216830,ACC_0007216,ACC_0016232,1486.77,UPI,Hyderabad,Telangana,2,FAN_IN,1
FTX_00000163,CASE_000044,216856,ACC_0091062,ACC_0016232,227.9,UPI,Hyderabad,Telangana,3,FAN_IN,1
FTX_00000164,CASE_000044,216866,ACC_0031343,ACC_0016232,88.41,UPI,Hyderabad,Telangana,4,FAN_IN,1
FTX_00000165,CASE_000044,216869,ACC_0037269,ACC_0016232,10.69,UPI,Hyderabad,Telangana,5,FAN_IN,1
FTX_00000166,CASE_000045,149750,ACC_0013150,ACC_0067201,54937.49,UPI,Pune,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000167,CASE_000045,149764,ACC_0067201,ACC_0021169,52445.19,IMPS,Pune,Maharashtra,2,MULE_HOP,1
FTX_00000168,CASE_000045,149801,ACC_0021169,ACC_0046315,48568.03,IMPS,Pune,Maharashtra,3,MULE_HOP,1
FTX_00000169,CASE_000045,149790,ACC_0046315,ACC_0005331,41932.32,IMPS,Pune,Maharashtra,4,MULE_HOP,1
FTX_00000170,CASE_000045,150450,ACC_0005331,ACC_0000809,37739.09,IMPS,Pune,Maharashtra,5,MULE_HOP,1
FTX_00000171,CASE_000046,63806,ACC_0077592,ACC_0000165,123559.39,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000172,CASE_000046,63886,ACC_0000165,ACC_0008514,111203.45,IMPS,Nagpur,Maharashtra,2,DIGITAL_ASSET_PROXY,1
FTX_00000173,CASE_000047,159650,ACC_0093227,ACC_0015933,22281.05,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000174,CASE_000048,16721,ACC_0039358,ACC_0090648,6650.24,UPI,Hyderabad,Telangana,1,VICTIM_TO_MULE,1
FTX_00000175,CASE_000048,16755,ACC_0090648,ACC_0044780,5565.98,IMPS,Hyderabad,Telangana,2,MULE_HOP,1
FTX_00000176,CASE_000048,16769,ACC_0044780,ACC_0044487,5074.87,IMPS,Hyderabad,Telangana,3,MULE_HOP,1
FTX_00000177,CASE_000048,16789,ACC_0044487,ACC_0042368,4565.89,IMPS,Hyderabad,Telangana,4,MULE_HOP,1
FTX_00000178,CASE_000049,154867,ACC_0001010,ACC_0001479,248903.45,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000179,CASE_000050,73448,ACC_0090170,ACC_0005688,22306.08,UPI,Kolkata,West Bengal,1,VICTIM_TO_MULE,1
FTX_00000180,CASE_000050,73480,ACC_0005688,ACC_0081136,21835.09,IMPS,Kolkata,West Bengal,2,MULE_HOP,1
FTX_00000181,CASE_000050,73490,ACC_0081136,ACC_0068439,18926.61,IMPS,Kolkata,West Bengal,3,MULE_HOP,1
FTX_00000182,CASE_000050,73484,ACC_0068439,ACC_0085486,17749.49,IMPS,Kolkata,West Bengal,4,MULE_HOP,1
FTX_00000183,CASE_000051,92184,ACC_0056349,ACC_0038475,299771.31,UPI,Bengaluru,Karnataka,1,VICTIM_TO_MULE,1
FTX_00000184,CASE_000051,92274,ACC_0038475,ACC_0091836,254805.61,IMPS,Delhi,Delhi,2,CROSS_STATE,1
FTX_00000185,CASE_000052,210733,ACC_0015144,ACC_0021526,5959.52,UPI,Nagpur,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000186,CASE_000053,19697,ACC_0061074,ACC_0064014,31098.5,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
FTX_00000187,CASE_000053,19777,ACC_0064014,ACC_0005379,27988.65,IMPS,Chennai,Tamil Nadu,2,DIGITAL_ASSET_PROXY,1
FTX_00000188,CASE_000054,222394,ACC_0071463,ACC_0026402,31746.75,UPI,Delhi,Delhi,1,VICTIM_TO_MULE,1
FTX_00000189,CASE_000054,222474,ACC_0026402,ACC_0071719,28572.08,IMPS,Delhi,Delhi,2,DIGITAL_ASSET_PROXY,1
FTX_00000190,CASE_000055,128525,ACC_0038133,ACC_0039810,181110.01,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000191,CASE_000056,198735,ACC_0064579,ACC_0099086,18330.41,UPI,Mumbai,Maharashtra,1,VICTIM_TO_MULE,1
FTX_00000192,CASE_000056,198745,ACC_0099086,ACC_0023088,15679.93,IMPS,Mumbai,Maharashtra,2,MULE_HOP,1
FTX_00000193,CASE_000056,198774,ACC_0023088,ACC_0014351,14562.5,IMPS,Mumbai,Maharashtra,3,MULE_HOP,1
FTX_00000194,CASE_000056,198747,ACC_0014351,ACC_0065963,12611.16,IMPS,Mumbai,Maharashtra,4,MULE_HOP,1
FTX_00000195,CASE_000057,31873,ACC_0058727,ACC_0066988,208388.74,UPI,Ahmedabad,Gujarat,1,VICTIM_TO_MULE,1
FTX_00000196,CASE_000057,31953,ACC_0066988,ACC_0029542,187549.87,IMPS,Ahmedabad,Gujarat,2,DIGITAL_ASSET_PROXY,1
FTX_00000197,CASE_000058,225466,ACC_0000874,ACC_0026062,102520.54,UPI,Chennai,Tamil Nadu,1,VICTIM_TO_MULE,1
